date,airline,flights_scheduled,cancelled_flights,weather_condition,weekday,month,holiday_season,high_demand_month,extreme_weather_day,delayed_flights,average_flight_duration,airport_traffic,maintenance_day
2002-02-22,Airline D,251,14,rain,4,2,1,0,1,35,2.345650058170249,1131,0
2002-02-23,Airline D,168,15,clear,5,2,1,0,1,32,3.9556950674291276,1608,0
2002-02-24,Airline D,141,16,storm,6,2,0,0,0,40,1.29253198822148,3246,0
2002-02-25,Airline D,60,6,storm,0,2,0,0,1,1,4.369421030921265,4323,0
2002-02-26,Airline D,148,18,snow,1,2,0,0,0,14,1.1150168191718195,3419,0
2002-02-27,Airline D,256,7,fog,2,2,0,0,0,11,4.695030849261956,4110,1
2002-02-28,Airline D,57,7,fog,3,2,0,0,1,7,3.983314359347319,2969,0
2002-03-01,Airline D,261,4,storm,4,3,0,0,1,40,3.5179710179370147,3143,0
2002-03-02,Airline D,163,10,fog,5,3,0,0,0,37,1.6213714410982183,3619,0
2002-03-03,Airline D,236,1,storm,6,3,0,0,0,17,2.2351308621405104,1150,0
2002-03-04,Airline D,198,17,rain,0,3,0,0,0,12,2.956363836331921,1748,0
2002-03-05,Airline D,114,3,snow,1,3,0,0,1,26,4.064160110716975,1868,0
2002-03-06,Airline D,142,11,fog,2,3,0,0,1,27,1.8249367375575543,1369,0
2002-03-07,Airline D,201,3,rain,3,3,0,0,1,2,4.342582059986025,3125,0
2002-03-08,Airline D,207,4,fog,4,3,0,0,1,43,4.20408145800595,2530,0
2002-03-09,Airline D,153,16,snow,5,3,0,0,1,29,3.478580760720316,3590,0
2002-03-10,Airline D,148,18,clear,6,3,1,0,1,24,3.716566037913612,3685,0
2002-03-11,Airline D,274,9,snow,0,3,0,0,0,36,1.8578119468790923,2167,0
2002-03-12,Airline D,133,13,rain,1,3,0,0,0,26,2.1098492681008056,1953,0
2002-03-13,Airline D,234,14,snow,2,3,0,0,1,14,3.79422729364394,3788,0
2002-03-14,Airline D,257,13,rain,3,3,0,0,0,37,1.2312231805213312,1471,0
2002-03-15,Airline D,122,15,snow,4,3,0,0,0,49,2.9231377977650386,1502,0
2002-03-16,Airline D,272,7,fog,5,3,0,0,1,10,2.9365873511672453,1375,0
2002-03-17,Airline D,194,8,snow,6,3,0,0,0,31,2.2999351623835977,1741,0
2002-03-18,Airline D,108,7,snow,0,3,0,0,0,6,2.716309683979996,4253,0
2002-03-19,Airline D,80,10,storm,1,3,0,0,1,16,4.7645498751041355,4501,0
2002-03-20,Airline D,113,11,snow,2,3,0,0,0,8,4.539265865600903,1821,0
2002-03-21,Airline D,97,13,fog,3,3,0,0,1,38,1.9293528617242557,1781,0
2002-03-22,Airline D,72,17,rain,4,3,1,0,0,29,4.85606853184818,4518,0
2002-03-23,Airline D,247,11,clear,5,3,0,0,0,49,3.2038018837137128,3970,0
2002-03-24,Airline D,207,3,clear,6,3,0,0,0,33,1.344122265859713,4362,0
2002-03-25,Airline D,104,12,clear,0,3,1,0,0,2,2.86816831870466,2552,0
2002-03-26,Airline D,56,15,clear,1,3,0,0,0,42,2.592662424220396,3314,0
2002-03-27,Airline D,297,9,rain,2,3,0,0,1,45,4.829018033810925,3022,0
2002-03-28,Airline D,161,10,rain,3,3,0,0,1,46,3.788553400546933,1510,0
2002-03-29,Airline D,281,11,clear,4,3,0,0,0,28,4.1240241898400365,2477,0
2002-03-30,Airline D,155,17,snow,5,3,0,0,1,3,3.700612044485284,1536,1
2002-03-31,Airline D,287,1,snow,6,3,0,0,0,23,2.573879294221309,4011,0
2002-04-01,Airline D,252,18,storm,0,4,0,0,0,45,1.5610046855391055,3989,0
2002-04-02,Airline D,147,4,rain,1,4,0,0,1,28,2.884029615395924,4501,0
2002-04-03,Airline D,61,19,storm,2,4,0,0,0,17,2.457226103923244,2360,0
2002-04-04,Airline D,109,9,fog,3,4,0,0,1,44,1.2669555200839255,4415,0
2002-04-05,Airline D,293,15,rain,4,4,0,0,1,36,2.5376093988592996,2234,0
2002-04-06,Airline D,101,11,clear,5,4,0,0,1,38,3.204671458617172,2824,0
2002-04-07,Airline D,286,8,clear,6,4,1,0,0,16,3.2779092775807372,1764,0
2002-04-08,Airline D,288,2,storm,0,4,0,0,1,38,4.980904339607207,4717,0
2002-04-09,Airline D,204,0,rain,1,4,0,0,0,2,2.5296993964715266,4078,0
2002-04-10,Airline D,299,4,snow,2,4,0,0,0,14,2.2309651984716687,3445,0
2002-04-11,Airline D,189,7,rain,3,4,0,0,0,9,3.4484837035477685,2478,0
2002-04-12,Airline D,190,16,storm,4,4,0,0,1,49,3.7153844310940283,2446,0
2002-04-13,Airline D,121,0,storm,5,4,0,0,0,25,1.2183841788858172,2507,0
2002-04-14,Airline D,257,12,clear,6,4,0,0,1,39,1.1620795737055492,4187,1
2002-04-15,Airline D,239,5,clear,0,4,0,0,1,14,2.0311202761809386,2109,0
2002-04-16,Airline D,174,14,fog,1,4,0,0,0,35,1.8617749709517528,1724,0
2002-04-17,Airline D,206,6,storm,2,4,0,0,0,11,4.584819502188719,1028,0
2002-04-18,Airline D,212,7,fog,3,4,0,0,0,27,4.615143048353103,1929,0
2002-04-19,Airline D,109,2,fog,4,4,1,0,1,17,3.396307579155559,4280,0
2002-04-20,Airline D,206,14,clear,5,4,0,0,0,2,4.556351162518633,3288,0
2002-04-21,Airline D,80,3,snow,6,4,0,0,1,25,1.327876041017317,1274,0
2002-04-22,Airline D,126,8,clear,0,4,0,0,0,26,2.3389034084368157,1454,0
2002-04-23,Airline D,125,10,rain,1,4,0,0,1,48,2.0889109719762518,4161,0
2002-04-24,Airline D,292,13,snow,2,4,0,0,0,15,1.3843325464442402,3370,0
2002-04-25,Airline D,110,8,storm,3,4,1,0,0,45,3.322957834110792,4630,0
2002-04-26,Airline D,51,11,snow,4,4,0,0,1,19,3.319084040510779,2081,1
2002-04-27,Airline D,210,4,storm,5,4,0,0,0,26,2.8698796260428847,1159,0
2002-04-28,Airline D,249,5,storm,6,4,1,0,1,18,4.623567321899111,1471,0
2002-04-29,Airline D,239,18,fog,0,4,0,0,0,3,3.1398159382885718,4891,0
2002-04-30,Airline D,282,4,rain,1,4,0,0,1,38,3.1979887847637376,4709,0
2002-05-01,Airline D,170,0,clear,2,5,0,0,0,41,1.0098880217611148,1713,0
2002-05-02,Airline D,108,9,fog,3,5,0,0,0,48,2.7963007883835855,1069,0
2002-05-03,Airline D,89,13,fog,4,5,0,0,0,38,1.7164636240121758,4751,0
2002-05-04,Airline D,294,16,rain,5,5,0,0,0,36,3.071433641054068,2722,0
2002-05-05,Airline D,226,10,clear,6,5,1,0,0,32,3.4414328948590858,2717,0
2002-05-06,Airline D,282,3,fog,0,5,0,0,0,0,3.761262699233036,2032,0
2002-05-07,Airline D,81,17,snow,1,5,0,0,0,1,3.717180316667393,3591,0
2002-05-08,Airline D,87,18,clear,2,5,1,0,1,46,2.128136597502027,4131,0
2002-05-09,Airline D,141,3,rain,3,5,1,0,1,43,3.095951540147375,2159,0
2002-05-10,Airline D,256,11,snow,4,5,0,0,0,31,3.2939504550658736,4878,0
2002-05-11,Airline D,264,13,snow,5,5,0,0,0,45,4.385551826098007,2508,0
2002-05-12,Airline D,137,17,fog,6,5,0,0,0,24,2.244844659724056,1389,0
2002-05-13,Airline D,190,0,rain,0,5,0,0,0,14,1.6213286347638745,1701,0
2002-05-14,Airline D,134,19,rain,1,5,0,0,0,37,3.6575868169674193,1502,0
2002-05-15,Airline D,231,10,fog,2,5,0,0,0,48,4.051222694901462,3618,0
2002-05-16,Airline D,125,18,clear,3,5,0,0,1,33,4.84685391279996,1895,0
2002-05-17,Airline D,177,0,storm,4,5,0,0,0,13,2.8648240621196424,1843,0
2002-05-18,Airline D,62,0,fog,5,5,0,0,0,44,3.947407336402835,2779,0
2002-05-19,Airline D,88,2,snow,6,5,1,0,0,34,3.0180476454080685,4837,0
2002-05-20,Airline D,72,13,storm,0,5,0,0,0,41,1.5372343772473163,1609,0
2002-05-21,Airline D,291,7,clear,1,5,0,0,1,38,4.670161059493802,4751,0
2002-05-22,Airline D,159,14,clear,2,5,0,0,0,8,3.501954651192016,4753,0
2002-05-23,Airline D,156,3,clear,3,5,0,0,0,37,1.123357162960588,1517,0
2002-05-24,Airline D,141,10,storm,4,5,0,0,0,46,2.797818333858947,1144,0
2002-05-25,Airline D,191,7,fog,5,5,0,0,1,30,1.923387530297529,3691,0
2002-05-26,Airline D,194,6,rain,6,5,1,0,0,15,4.55039421432558,1045,0
2002-05-27,Airline D,73,1,fog,0,5,0,0,0,40,2.899513791328419,2796,0
2002-05-28,Airline D,294,7,fog,1,5,0,0,1,33,2.8520259237383923,4881,0
2002-05-29,Airline D,235,18,storm,2,5,1,0,0,22,2.2689904495740474,3319,0
2002-05-30,Airline D,240,8,snow,3,5,0,0,0,17,1.1786635927014801,2378,0
2002-05-31,Airline D,83,15,storm,4,5,0,0,0,9,2.124270938498731,1080,0
2002-06-01,Airline D,228,7,snow,5,6,1,1,0,8,3.2271797783159033,2314,0
2002-06-02,Airline D,161,7,storm,6,6,0,1,1,48,2.3067345046131953,4988,0
2002-06-03,Airline D,263,10,snow,0,6,0,1,0,20,1.2208100856933242,2022,0
2002-06-04,Airline D,187,6,rain,1,6,0,1,0,18,4.133840784723428,4016,0
2002-06-05,Airline D,167,1,rain,2,6,0,1,1,10,3.2278272654841493,3360,0
2002-06-06,Airline D,249,4,clear,3,6,0,1,0,6,1.7656164723149237,4720,1
2002-06-07,Airline D,198,17,clear,4,6,0,1,0,3,3.2091141100667255,3966,0
2002-06-08,Airline D,214,10,snow,5,6,0,1,0,17,3.769349519713096,3812,0
2002-06-09,Airline D,56,16,fog,6,6,0,1,1,45,3.6348753724136347,3695,0
2002-06-10,Airline D,139,5,clear,0,6,1,1,0,16,3.566839597506177,4627,0
2002-06-11,Airline D,62,12,storm,1,6,0,1,1,28,1.62867442105287,2121,0
2002-06-12,Airline D,129,6,rain,2,6,0,1,0,27,1.1349539143325718,1205,0
2002-06-13,Airline D,79,10,clear,3,6,0,1,0,34,1.6055466593584513,2237,0
2002-06-14,Airline D,208,17,clear,4,6,0,1,0,27,3.156309553953314,3914,0
2002-06-15,Airline D,182,5,clear,5,6,0,1,1,40,3.279154164518047,4495,0
2002-06-16,Airline D,209,11,storm,6,6,0,1,0,3,3.6831794833953424,1387,0
2002-06-17,Airline D,65,2,storm,0,6,0,1,1,11,2.8076944265624917,1778,0
2002-06-18,Airline D,288,18,clear,1,6,1,1,0,26,4.8041689864380315,2280,0
2002-06-19,Airline D,250,10,fog,2,6,0,1,0,29,2.6987962015343796,3423,0
2002-06-20,Airline D,199,1,fog,3,6,1,1,0,3,3.039008132549782,3260,0
2002-06-21,Airline D,241,2,storm,4,6,0,1,1,36,3.283205972721416,1702,0
2002-06-22,Airline D,296,16,storm,5,6,0,1,1,46,3.620519702233414,4967,0
2002-06-23,Airline D,221,4,rain,6,6,0,1,1,10,1.0734278591342443,3766,0
2002-06-24,Airline D,89,1,fog,0,6,0,1,0,0,3.1288776653218044,3730,0
2002-06-25,Airline D,286,11,clear,1,6,0,1,0,48,4.207696522338868,4667,1
2002-06-26,Airline D,86,4,snow,2,6,0,1,0,26,2.1577839110777695,1157,0
2002-06-27,Airline D,127,12,rain,3,6,0,1,1,35,2.394988243886924,3648,0
2002-06-28,Airline D,65,6,rain,4,6,0,1,0,42,2.99436941747181,3644,0
2002-06-29,Airline D,92,10,clear,5,6,0,1,1,13,2.398487610560473,2857,0
2002-06-30,Airline D,261,4,clear,6,6,0,1,1,22,1.702454324539549,4476,0
2002-07-01,Airline D,112,17,storm,0,7,0,1,0,25,3.512383441313344,4529,0
2002-07-02,Airline D,285,5,fog,1,7,0,1,0,14,4.818175951524372,2774,0
2002-07-03,Airline D,64,2,storm,2,7,0,1,0,2,2.5994981097276177,4173,0
2002-07-04,Airline D,297,5,fog,3,7,0,1,1,30,2.93238006382084,1888,0
2002-07-05,Airline D,221,15,fog,4,7,0,1,0,43,1.3084868501813625,4014,0
2002-07-06,Airline D,267,2,snow,5,7,0,1,0,23,2.499386503527049,2434,0
2002-07-07,Airline D,186,17,rain,6,7,0,1,0,49,3.006480747877239,3165,0
2002-07-08,Airline D,114,3,snow,0,7,0,1,1,32,1.8910544641529805,4630,0
2002-07-09,Airline D,276,4,clear,1,7,1,1,1,26,4.901107023579261,1500,1
2002-07-10,Airline D,93,8,snow,2,7,0,1,0,24,1.1100259466631641,4563,0
2002-07-11,Airline D,69,3,snow,3,7,0,1,1,38,4.463177642582567,3747,0
2002-07-12,Airline D,286,0,rain,4,7,0,1,1,15,3.372087902385408,1195,0
2002-07-13,Airline D,168,10,snow,5,7,0,1,0,5,2.4984347894616024,3189,0
2002-07-14,Airline D,247,4,rain,6,7,0,1,0,9,2.340876427297259,2374,0
2002-07-15,Airline D,283,9,rain,0,7,0,1,1,25,1.1709947364056261,2470,0
2002-07-16,Airline D,251,2,rain,1,7,0,1,1,5,1.8089608826853354,3592,0
2002-07-17,Airline D,161,14,rain,2,7,0,1,1,20,2.9121662352991255,1672,0
2002-07-18,Airline D,172,13,snow,3,7,1,1,1,41,4.391510367089145,3646,0
2002-07-19,Airline D,210,4,storm,4,7,0,1,0,21,4.204735692081988,4511,0
2002-07-20,Airline D,129,7,storm,5,7,0,1,1,46,3.242765728008992,2956,0
2002-07-21,Airline D,149,16,clear,6,7,0,1,0,8,2.1113688550033727,1374,0
2002-07-22,Airline D,55,19,rain,0,7,0,1,0,39,2.537971231169911,1008,0
2002-07-23,Airline D,132,18,storm,1,7,0,1,0,46,1.0754971088703655,1780,0
2002-07-24,Airline D,80,3,clear,2,7,0,1,1,18,4.075008044196759,2222,0
2002-07-25,Airline D,115,1,snow,3,7,0,1,1,37,4.491959721320364,4594,0
2002-07-26,Airline D,67,1,clear,4,7,0,1,1,27,1.6724421162699707,2336,0
2002-07-27,Airline D,283,1,storm,5,7,0,1,0,12,4.312497322120427,2705,0
2002-07-28,Airline D,77,2,clear,6,7,0,1,0,22,3.7570527925453483,2992,0
2002-07-29,Airline D,117,8,clear,0,7,0,1,0,28,4.77258172350793,4554,0
2002-07-30,Airline D,242,4,clear,1,7,0,1,1,11,1.9510836722609444,3258,0
2002-07-31,Airline D,288,19,storm,2,7,0,1,1,23,3.976081295271174,3810,0
2002-08-01,Airline D,283,14,rain,3,8,0,0,1,23,3.357901583558957,2925,0
2002-08-02,Airline D,163,3,snow,4,8,0,0,1,4,4.875077671125236,1726,0
2002-08-03,Airline D,257,2,rain,5,8,0,0,0,44,3.7702805669078203,3488,0
2002-08-04,Airline D,222,8,fog,6,8,1,0,0,8,2.913798241693727,2667,0
2002-08-05,Airline D,107,9,rain,0,8,0,0,1,45,3.7627023277875993,2587,0
2002-08-06,Airline D,224,16,snow,1,8,0,0,1,32,4.9878086100185515,2417,0
2002-08-07,Airline D,243,19,clear,2,8,1,0,0,34,4.173999108556549,1943,0
2002-08-08,Airline D,229,7,rain,3,8,1,0,0,18,4.771527353890065,3568,0
2002-08-09,Airline D,213,18,storm,4,8,0,0,0,27,4.853422980111997,2225,0
2002-08-10,Airline D,178,4,fog,5,8,0,0,0,0,4.226155354594557,3447,0
2002-08-11,Airline D,88,10,clear,6,8,0,0,0,48,1.8583836518963874,3225,0
2002-08-12,Airline D,264,3,clear,0,8,0,0,0,42,4.238809415025924,2394,0
2002-08-13,Airline D,267,3,clear,1,8,0,0,1,39,1.3225932076363294,4521,0
2002-08-14,Airline D,252,14,rain,2,8,0,0,0,37,2.5363083540460325,2685,0
2002-08-15,Airline D,299,7,storm,3,8,0,0,1,27,4.911933877278162,4738,0
2002-08-16,Airline D,155,12,snow,4,8,0,0,1,10,3.0372858912490757,2280,0
2002-08-17,Airline D,50,19,fog,5,8,0,0,0,20,3.1222021205732613,3908,0
2002-08-18,Airline D,124,11,storm,6,8,0,0,0,19,3.9098682300480347,3911,0
2002-08-19,Airline D,137,1,rain,0,8,0,0,1,6,2.191365935483212,4321,0
2002-08-20,Airline D,251,0,fog,1,8,1,0,1,0,1.1795175949919074,4370,0
2002-08-21,Airline D,191,13,storm,2,8,0,0,0,48,1.84048479991243,3204,0
2002-08-22,Airline D,255,19,snow,3,8,0,0,1,20,4.143265195990473,4820,0
2002-08-23,Airline D,248,7,snow,4,8,0,0,1,6,2.4607006228240795,2633,0
2002-08-24,Airline D,200,15,clear,5,8,0,0,1,15,1.49967018309464,4107,0
2002-08-25,Airline D,220,4,clear,6,8,0,0,1,10,3.535047034889982,4294,1
2002-08-26,Airline D,199,1,snow,0,8,0,0,0,21,3.0831369084734486,4119,0
2002-08-27,Airline D,109,14,clear,1,8,1,0,1,13,2.790276658777786,1015,0
2002-08-28,Airline D,277,3,clear,2,8,0,0,1,37,1.9258685068993833,3785,0
2002-08-29,Airline D,204,3,snow,3,8,1,0,0,1,3.988657074435925,3907,0
2002-08-30,Airline D,233,9,fog,4,8,0,0,1,19,3.2359622708583253,3059,0
2002-08-31,Airline D,179,17,snow,5,8,0,0,0,3,4.932613242981185,2933,0
2002-09-01,Airline D,216,6,clear,6,9,0,0,0,29,4.450480840085822,4554,0
2002-09-02,Airline D,228,4,fog,0,9,0,0,0,37,1.9510074210401012,2599,0
2002-09-03,Airline D,159,3,clear,1,9,0,0,1,41,3.128578237717406,1728,1
2002-09-04,Airline D,68,14,rain,2,9,0,0,0,27,3.1166321571539797,4648,0
2002-09-05,Airline D,111,17,clear,3,9,0,0,1,20,1.5892473040914634,2602,0
2002-09-06,Airline D,120,16,storm,4,9,0,0,0,11,4.249261743706258,1239,0
2002-09-07,Airline D,253,5,storm,5,9,0,0,0,32,2.344256921625276,3637,0
2002-09-08,Airline D,244,0,clear,6,9,1,0,1,2,1.5664389420244258,4666,0
2002-09-09,Airline D,240,2,clear,0,9,0,0,0,34,1.9663221378483287,1003,0
2002-09-10,Airline D,160,8,rain,1,9,0,0,0,18,4.889661457665827,3456,0
2002-09-11,Airline D,182,4,fog,2,9,0,0,0,0,3.254522701459987,2879,0
2002-09-12,Airline D,121,5,fog,3,9,0,0,0,32,1.0831519093379982,2447,0
2002-09-13,Airline D,127,12,rain,4,9,1,0,0,39,3.1094904396774505,2118,0
2002-09-14,Airline D,238,2,snow,5,9,1,0,1,29,4.911481888458642,1875,0
2002-09-15,Airline D,149,2,clear,6,9,1,0,0,0,1.3653686465652433,3136,0
2002-09-16,Airline D,120,4,clear,0,9,0,0,1,3,2.520229695956379,4993,0
2002-09-17,Airline D,56,11,storm,1,9,0,0,0,43,2.5966106925108026,2609,0
2002-09-18,Airline D,99,19,storm,2,9,1,0,1,3,1.6043442646956767,4645,0
2002-09-19,Airline D,95,17,snow,3,9,0,0,1,10,2.7067103012843785,1784,0
2002-09-20,Airline D,273,6,fog,4,9,0,0,0,3,1.4341315194222597,4845,0
2002-09-21,Airline D,121,19,fog,5,9,0,0,1,42,3.779394702893227,3817,0
2002-09-22,Airline D,299,11,fog,6,9,0,0,1,15,4.712530604830752,3330,0
2002-09-23,Airline D,125,1,clear,0,9,1,0,0,16,2.653273274407988,1372,0
2002-09-24,Airline D,123,15,storm,1,9,0,0,0,31,4.900640102814372,4455,0
2002-09-25,Airline D,191,1,clear,2,9,0,0,0,20,3.2256656998693667,4852,0
2002-09-26,Airline D,122,7,snow,3,9,0,0,1,40,1.137125888813014,1073,0
2002-09-27,Airline D,151,0,rain,4,9,0,0,0,33,1.6670042568433585,1322,0
2002-09-28,Airline D,143,13,rain,5,9,0,0,1,39,1.4073906160999101,4359,0
2002-09-29,Airline D,118,9,fog,6,9,1,0,0,0,3.8213762901358357,4900,0
2002-09-30,Airline D,114,12,storm,0,9,0,0,1,19,3.9251401753019364,1474,0
2002-10-01,Airline D,242,9,snow,1,10,0,0,1,22,2.594033451415923,3621,0
2002-10-02,Airline D,234,12,clear,2,10,0,0,0,7,4.321282554290957,3424,0
2002-10-03,Airline D,111,12,snow,3,10,1,0,0,13,4.509733275922722,2847,0
2002-10-04,Airline D,69,0,snow,4,10,0,0,1,38,2.047229590765092,3571,0
2002-10-05,Airline D,290,4,snow,5,10,0,0,0,46,4.407590317646401,3264,0
2002-10-06,Airline D,252,15,storm,6,10,0,0,0,8,4.220261449975133,3143,0
2002-10-07,Airline D,203,5,snow,0,10,0,0,0,9,2.637110238335766,1332,0
2002-10-08,Airline D,93,3,rain,1,10,0,0,1,49,2.4866561460491043,3653,0
2002-10-09,Airline D,244,9,fog,2,10,1,0,0,39,4.908758784835208,1450,0
2002-10-10,Airline D,247,10,snow,3,10,0,0,0,8,2.649784323618713,2741,0
2002-10-11,Airline D,111,1,clear,4,10,0,0,0,45,2.193265523917836,4467,0
2002-10-12,Airline D,156,8,rain,5,10,0,0,1,35,3.4262890172920972,1654,0
2002-10-13,Airline D,174,13,snow,6,10,0,0,0,20,4.498807917652762,3335,0
2002-10-14,Airline D,94,1,storm,0,10,0,0,1,40,3.4914057427242247,4414,0
2002-10-15,Airline D,60,4,snow,1,10,1,0,1,15,4.553021028372969,1958,0
2002-10-16,Airline D,249,11,fog,2,10,1,0,0,22,4.206040206898692,3353,0
2002-10-17,Airline D,270,0,rain,3,10,0,0,0,34,4.560181752650005,4637,0
2002-10-18,Airline D,251,18,fog,4,10,0,0,1,28,4.113276586975303,4253,0
2002-10-19,Airline D,211,11,fog,5,10,0,0,1,18,3.40647917561203,4682,0
2002-10-20,Airline D,137,11,storm,6,10,0,0,0,30,1.227832230424592,1597,0
2002-10-21,Airline D,95,19,snow,0,10,0,0,1,30,2.440494601341343,2994,0
2002-10-22,Airline D,161,4,fog,1,10,1,0,0,16,1.2002093965587934,1064,0
2002-10-23,Airline D,130,19,rain,2,10,0,0,0,25,4.681952332201881,3527,0
2002-10-24,Airline D,81,1,snow,3,10,0,0,0,16,4.781619845564808,2132,0
2002-10-25,Airline D,252,13,fog,4,10,1,0,0,10,1.613184915391554,2437,0
2002-10-26,Airline D,147,16,clear,5,10,1,0,1,12,3.495126401960255,1161,0
2002-10-27,Airline D,265,14,clear,6,10,1,0,1,2,4.301778467230809,4108,0
2002-10-28,Airline D,296,16,clear,0,10,1,0,0,17,1.3177779780812267,1170,0
2002-10-29,Airline D,54,1,fog,1,10,0,0,0,45,4.873141671000948,2667,0
2002-10-30,Airline D,240,7,storm,2,10,0,0,0,36,3.4418278202467136,3412,0
2002-10-31,Airline D,78,9,fog,3,10,0,0,0,28,2.4610240737040088,2895,0
2002-11-01,Airline D,97,2,rain,4,11,0,1,1,27,3.2496468415156814,4395,0
2002-11-02,Airline D,289,10,clear,5,11,1,1,0,25,3.2615617517567705,4865,0
2002-11-03,Airline D,299,8,fog,6,11,0,1,1,34,1.469286079888041,1369,0
2002-11-04,Airline D,275,14,clear,0,11,0,1,0,25,3.280023567224691,4435,0
2002-11-05,Airline D,65,10,rain,1,11,0,1,1,34,3.6830558667754416,1712,0
2002-11-06,Airline D,202,2,storm,2,11,1,1,0,34,1.9190457156525977,1618,0
2002-11-07,Airline D,278,6,storm,3,11,0,1,1,28,1.1159542528450697,1758,0
2002-11-08,Airline D,121,6,storm,4,11,0,1,1,4,3.032275691452531,1643,0
2002-11-09,Airline D,78,3,clear,5,11,0,1,0,28,1.3359136973438606,4287,0
2002-11-10,Airline D,229,5,fog,6,11,0,1,0,24,2.0491234062666024,2630,0
2002-11-11,Airline D,95,18,snow,0,11,0,1,1,31,2.949792453625517,2739,0
2002-11-12,Airline D,202,13,rain,1,11,0,1,1,18,1.1919631435307965,1767,0
2002-11-13,Airline D,283,3,clear,2,11,0,1,1,37,4.663709922028001,1647,0
2002-11-14,Airline D,72,18,rain,3,11,1,1,0,24,2.450959892200488,4416,0
2002-11-15,Airline D,211,18,clear,4,11,0,1,1,30,2.8276148025843972,3242,0
2002-11-16,Airline D,244,16,storm,5,11,1,1,0,24,3.2356171053518406,1133,0
2002-11-17,Airline D,143,18,rain,6,11,0,1,0,9,3.04915253969989,2698,0
2002-11-18,Airline D,163,11,snow,0,11,1,1,1,36,1.8549622858093842,2749,0
2002-11-19,Airline D,294,16,storm,1,11,1,1,1,20,1.5873654278786349,3246,0
2002-11-20,Airline D,83,14,storm,2,11,0,1,1,7,1.7125228732658075,3979,0
2002-11-21,Airline D,209,8,snow,3,11,1,1,0,39,2.4819198105811084,2760,0
2002-11-22,Airline D,166,19,snow,4,11,1,1,0,5,3.8493371725498244,1670,0
2002-11-23,Airline D,78,15,storm,5,11,0,1,1,6,3.660198656041371,3531,0
2002-11-24,Airline D,58,17,snow,6,11,0,1,1,29,3.428603914589156,1940,0
2002-11-25,Airline D,243,17,storm,0,11,0,1,0,44,1.6638764579484229,1025,0
2002-11-26,Airline D,234,3,fog,1,11,0,1,0,43,1.3752401684153792,4876,0
2002-11-27,Airline D,88,3,clear,2,11,0,1,0,23,1.7196036956268723,4793,0
2002-11-28,Airline D,184,0,fog,3,11,0,1,1,7,4.182391154311553,1415,0
2002-11-29,Airline D,159,4,clear,4,11,0,1,0,7,4.159530425608765,1074,0
2002-11-30,Airline D,118,11,clear,5,11,0,1,1,30,3.7237957054747546,1474,0
2002-12-01,Airline D,185,13,fog,6,12,0,1,1,44,4.599888746441037,4534,0
2002-12-02,Airline D,145,9,clear,0,12,0,1,0,48,1.1907560439795257,2059,0
2002-12-03,Airline D,168,17,clear,1,12,0,1,1,40,3.5979684057755197,1609,0
2002-12-04,Airline D,167,9,storm,2,12,0,1,1,3,4.304476604327402,2082,0
2002-12-05,Airline D,67,15,clear,3,12,1,1,1,35,3.082821934926472,4199,0
2002-12-06,Airline D,151,5,snow,4,12,0,1,1,44,2.6492169226613247,1358,0
2002-12-07,Airline D,159,2,clear,5,12,1,1,0,1,3.7262929093993584,2068,0
2002-12-08,Airline D,131,19,rain,6,12,0,1,0,40,3.8418114942263535,3844,0
2002-12-09,Airline D,226,14,storm,0,12,0,1,0,21,3.714261084067228,3199,0
2002-12-10,Airline D,154,4,storm,1,12,0,1,0,20,4.839601153446871,1643,0
2002-12-11,Airline D,286,5,clear,2,12,0,1,0,34,4.870120919991036,3459,0
2002-12-12,Airline D,65,11,rain,3,12,0,1,0,38,3.517157342587313,2972,0
2002-12-13,Airline D,70,0,rain,4,12,0,1,0,31,4.860124873493136,1921,0
2002-12-14,Airline D,187,9,storm,5,12,0,1,1,4,4.709870485661525,1153,0
2002-12-15,Airline D,155,2,fog,6,12,0,1,0,0,1.9106736120981647,1773,0
2002-12-16,Airline D,181,4,rain,0,12,0,1,0,30,3.9202468454550083,4688,0
2002-12-17,Airline D,93,14,clear,1,12,0,1,0,46,2.2897258838863435,3338,0
2002-12-18,Airline D,172,3,snow,2,12,0,1,0,25,4.194649896551663,2387,0
2002-12-19,Airline D,185,18,fog,3,12,0,1,0,25,2.2006039519391796,3175,0
2002-12-20,Airline D,160,16,clear,4,12,0,1,1,22,1.923054082152312,4601,0
2002-12-21,Airline D,166,7,clear,5,12,0,1,0,40,4.885045882551996,4767,0
2002-12-22,Airline D,175,4,fog,6,12,0,1,0,16,2.0857608660270133,4984,0
2002-12-23,Airline D,232,3,snow,0,12,0,1,1,34,3.8119797900785843,3043,0
2002-12-24,Airline D,68,18,fog,1,12,0,1,1,18,1.220604822416202,2515,0
2002-12-25,Airline D,288,8,storm,2,12,1,1,0,44,2.9991654816444338,2881,0
2002-12-26,Airline D,113,12,clear,3,12,0,1,0,2,3.0642703518355257,1798,0
2002-12-27,Airline D,89,16,storm,4,12,0,1,0,47,4.01207288220065,3615,0
2002-12-28,Airline D,281,7,storm,5,12,1,1,0,4,3.7376888419850953,2112,0
2002-12-29,Airline D,100,18,storm,6,12,0,1,0,28,3.5430581345827257,3053,0
2002-12-30,Airline D,186,10,snow,0,12,0,1,0,24,2.139166389288665,4647,0
